Duration,Protocol,Service,Flag,Scr_bytes,Dts_bytes,Time,Source,Destination,Length,Info
0,3,0,0,367,0,37.32171,RuckusWirele_0a:34:c0,Broadcast,367,Ethernet II
1,1,0,0,387,0,37.32171,10.10.10.251,10.10.10.255,387,36075  >  60000 Len=345
0,0,0,0,55,0,38.796516,10.10.10.10,35.236.71.176,55,54962  >  443 [ACK] Seq=1 Ack=1 Win=507 Len=1 [TCP segment of a reassembled PDU]
1,0,0,0,0,66,38.852367,35.236.71.176,10.10.10.10,66,443  >  54962 [ACK] Seq=1 Ack=2 Win=249 Len=0 SLE=1 SRE=2
0,1,0,0,267,0,39.766808,10.10.10.81,224.0.0.251,267,"Standard query response 0x0000 PTR, cache flush MacBook-Pro-de-Cesar-3.local PTR, cache flush MacBook-Pro-de-Cesar-3.local NSEC, cache flush A.E.5.1.C.9.2.B.3.6.F.4.4.E.4.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 81.10.10.10.in-addr.arpa OPT"
0,1,0,0,383,0,39.7673,10.10.10.81,224.0.0.251,383,"Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QU"" question PTR _airport._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question PTR _uscans._tcp.local, ""QU"" question PTR _uscan._tcp.local, ""QU"" question PTR _ippusb._tcp.local, ""QU"" question PTR _scanner._tcp.local, ""QU"" question PTR _ipp._tcp.local, ""QU"" question PTR _ipps._tcp.local, ""QU"" question PTR _printer._tcp.local, ""QU"" question PTR _pdl-datastream._tcp.local, ""QU"" question PTR _ptp._tcp.local, ""QU"" question PTR _googlecast._tcp.local, ""QU"" question PTR _afpovertcp._tcp.local, ""QU"" question PTR _smb._tcp.local, ""QU"" question PTR _rfb._tcp.local, ""QU"" question PTR _adisk._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question PTR _companion-link._tcp.local, ""QU"" question OPT"
0,1,0,0,287,0,39.767601,fe80::4e4:4f63:b29c:15ea,ff02::fb,287,"Standard query response 0x0000 PTR, cache flush MacBook-Pro-de-Cesar-3.local PTR, cache flush MacBook-Pro-de-Cesar-3.local NSEC, cache flush A.E.5.1.C.9.2.B.3.6.F.4.4.E.4.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 81.10.10.10.in-addr.arpa OPT"
0,1,0,0,403,0,39.778017,fe80::4e4:4f63:b29c:15ea,ff02::fb,403,"Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QU"" question PTR _airport._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question PTR _uscans._tcp.local, ""QU"" question PTR _uscan._tcp.local, ""QU"" question PTR _ippusb._tcp.local, ""QU"" question PTR _scanner._tcp.local, ""QU"" question PTR _ipp._tcp.local, ""QU"" question PTR _ipps._tcp.local, ""QU"" question PTR _printer._tcp.local, ""QU"" question PTR _pdl-datastream._tcp.local, ""QU"" question PTR _ptp._tcp.local, ""QU"" question PTR _googlecast._tcp.local, ""QU"" question PTR _afpovertcp._tcp.local, ""QU"" question PTR _smb._tcp.local, ""QU"" question PTR _rfb._tcp.local, ""QU"" question PTR _adisk._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question PTR _companion-link._tcp.local, ""QU"" question OPT"
0,1,0,0,351,0,39.973012,10.10.10.81,224.0.0.251,351,"Standard query 0x0000 ANY MacBook Pro de Cesar._airplay._tcp.local, ""QU"" question ANY A483E7A24446@MacBook Pro de Cesar._raop._tcp.local, ""QU"" question ANY MacBook Pro de Cesar._companion-link._tcp.local, ""QU"" question ANY MacBook-Pro-de-Cesar-3.local, ""QU"" question SRV 0 0 7000 MacBook-Pro-de-Cesar-3.local SRV 0 0 7000 MacBook-Pro-de-Cesar-3.local SRV 0 0 52669 MacBook-Pro-de-Cesar-3.local AAAA fe80::4e4:4f63:b29c:15ea A 10.10.10.81 OPT"
0,1,0,0,371,0,39.973012,fe80::4e4:4f63:b29c:15ea,ff02::fb,371,"Standard query 0x0000 ANY MacBook Pro de Cesar._airplay._tcp.local, ""QU"" question ANY A483E7A24446@MacBook Pro de Cesar._raop._tcp.local, ""QU"" question ANY MacBook Pro de Cesar._companion-link._tcp.local, ""QU"" question ANY MacBook-Pro-de-Cesar-3.local, ""QU"" question SRV 0 0 7000 MacBook-Pro-de-Cesar-3.local SRV 0 0 7000 MacBook-Pro-de-Cesar-3.local SRV 0 0 52669 MacBook-Pro-de-Cesar-3.local AAAA fe80::4e4:4f63:b29c:15ea A 10.10.10.81 OPT"
0,1,0,0,351,0,40.178191,10.10.10.81,224.0.0.251,351,"Standard query 0x0000 ANY MacBook Pro de Cesar._airplay._tcp.local, ""QM"" question ANY A483E7A24446@MacBook Pro de Cesar._raop._tcp.local, ""QM"" question ANY MacBook Pro de Cesar._companion-link._tcp.local, ""QM"" question ANY MacBook-Pro-de-Cesar-3.local, ""QM"" question SRV 0 0 7000 MacBook-Pro-de-Cesar-3.local SRV 0 0 7000 MacBook-Pro-de-Cesar-3.local SRV 0 0 52669 MacBook-Pro-de-Cesar-3.local AAAA fe80::4e4:4f63:b29c:15ea A 10.10.10.81 OPT"
0,1,0,0,371,0,40.178801,fe80::4e4:4f63:b29c:15ea,ff02::fb,371,"Standard query 0x0000 ANY MacBook Pro de Cesar._airplay._tcp.local, ""QM"" question ANY A483E7A24446@MacBook Pro de Cesar._raop._tcp.local, ""QM"" question ANY MacBook Pro de Cesar._companion-link._tcp.local, ""QM"" question ANY MacBook-Pro-de-Cesar-3.local, ""QM"" question SRV 0 0 7000 MacBook-Pro-de-Cesar-3.local SRV 0 0 7000 MacBook-Pro-de-Cesar-3.local SRV 0 0 52669 MacBook-Pro-de-Cesar-3.local AAAA fe80::4e4:4f63:b29c:15ea A 10.10.10.81 OPT"
0,1,0,0,82,0,40.380937,10.10.10.105,10.10.10.255,82,57621  >  57621 Len=40
0,1,0,0,351,0,40.383001,10.10.10.81,224.0.0.251,351,"Standard query 0x0000 ANY MacBook Pro de Cesar._airplay._tcp.local, ""QM"" question ANY A483E7A24446@MacBook Pro de Cesar._raop._tcp.local, ""QM"" question ANY MacBook Pro de Cesar._companion-link._tcp.local, ""QM"" question ANY MacBook-Pro-de-Cesar-3.local, ""QM"" question SRV 0 0 7000 MacBook-Pro-de-Cesar-3.local SRV 0 0 7000 MacBook-Pro-de-Cesar-3.local SRV 0 0 52669 MacBook-Pro-de-Cesar-3.local AAAA fe80::4e4:4f63:b29c:15ea A 10.10.10.81 OPT"
0,1,0,0,371,0,40.383001,fe80::4e4:4f63:b29c:15ea,ff02::fb,371,"Standard query 0x0000 ANY MacBook Pro de Cesar._airplay._tcp.local, ""QM"" question ANY A483E7A24446@MacBook Pro de Cesar._raop._tcp.local, ""QM"" question ANY MacBook Pro de Cesar._companion-link._tcp.local, ""QM"" question ANY MacBook-Pro-de-Cesar-3.local, ""QM"" question SRV 0 0 7000 MacBook-Pro-de-Cesar-3.local SRV 0 0 7000 MacBook-Pro-de-Cesar-3.local SRV 0 0 52669 MacBook-Pro-de-Cesar-3.local AAAA fe80::4e4:4f63:b29c:15ea A 10.10.10.81 OPT"
0,1,0,0,267,0,40.383001,10.10.10.81,224.0.0.251,267,"Standard query response 0x0000 PTR, cache flush MacBook-Pro-de-Cesar-3.local PTR, cache flush MacBook-Pro-de-Cesar-3.local NSEC, cache flush A.E.5.1.C.9.2.B.3.6.F.4.4.E.4.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 81.10.10.10.in-addr.arpa OPT"
0,1,0,0,383,0,40.585729,10.10.10.81,224.0.0.251,383,"Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QM"" question PTR _airport._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _uscans._tcp.local, ""QM"" question PTR _uscan._tcp.local, ""QM"" question PTR _ippusb._tcp.local, ""QM"" question PTR _scanner._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question PTR _ipps._tcp.local, ""QM"" question PTR _printer._tcp.local, ""QM"" question PTR _pdl-datastream._tcp.local, ""QM"" question PTR _ptp._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _rfb._tcp.local, ""QM"" question PTR _adisk._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question OPT"
0,1,0,0,403,0,40.588701,fe80::4e4:4f63:b29c:15ea,ff02::fb,403,"Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QM"" question PTR _airport._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _uscans._tcp.local, ""QM"" question PTR _uscan._tcp.local, ""QM"" question PTR _ippusb._tcp.local, ""QM"" question PTR _scanner._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question PTR _ipps._tcp.local, ""QM"" question PTR _printer._tcp.local, ""QM"" question PTR _pdl-datastream._tcp.local, ""QM"" question PTR _ptp._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _rfb._tcp.local, ""QM"" question PTR _adisk._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question OPT"
0,1,0,0,1301,0,40.688529,10.10.10.81,224.0.0.251,1301,"Standard query response 0x0000 TXT, cache flush PTR _airplay._tcp.local PTR MacBook Pro de Cesar._airplay._tcp.local TXT, cache flush PTR _raop._tcp.local PTR A483E7A24446@MacBook Pro de Cesar._raop._tcp.local SRV, cache flush 0 0 7000 MacBook-Pro-de-Cesar-3.local SRV, cache flush 0 0 7000 MacBook-Pro-de-Cesar-3.local TXT, cache flush PTR _companion-link._tcp.local PTR MacBook Pro de Cesar._companion-link._tcp.local TXT SRV, cache flush 0 0 52669 MacBook-Pro-de-Cesar-3.local AAAA, cache flush fe80::4e4:4f63:b29c:15ea A, cache flush 10.10.10.81 NSEC, cache flush MacBook Pro de Cesar._airplay._tcp.local NSEC, cache flush A483E7A24446@MacBook Pro de Cesar._raop._tcp.local NSEC, cache flush MacBook Pro de Cesar._companion-link._tcp.local NSEC, cache flush MacBook-Pro-de-Cesar-3.local OPT"
0,1,0,0,1321,0,40.689255,fe80::4e4:4f63:b29c:15ea,ff02::fb,1321,"Standard query response 0x0000 TXT, cache flush PTR _airplay._tcp.local PTR MacBook Pro de Cesar._airplay._tcp.local TXT, cache flush PTR _raop._tcp.local PTR A483E7A24446@MacBook Pro de Cesar._raop._tcp.local SRV, cache flush 0 0 7000 MacBook-Pro-de-Cesar-3.local SRV, cache flush 0 0 7000 MacBook-Pro-de-Cesar-3.local TXT, cache flush PTR _companion-link._tcp.local PTR MacBook Pro de Cesar._companion-link._tcp.local TXT SRV, cache flush 0 0 52669 MacBook-Pro-de-Cesar-3.local AAAA, cache flush fe80::4e4:4f63:b29c:15ea A, cache flush 10.10.10.81 NSEC, cache flush MacBook Pro de Cesar._airplay._tcp.local NSEC, cache flush A483E7A24446@MacBook Pro de Cesar._raop._tcp.local NSEC, cache flush MacBook Pro de Cesar._companion-link._tcp.local NSEC, cache flush MacBook-Pro-de-Cesar-3.local OPT"
0,1,0,0,170,0,40.793445,10.10.10.81,224.0.0.251,170,"Standard query 0x0000 PTR _apple-mobdev._tcp.local, ""QU"" question PTR 902207e2._sub._apple-mobdev2._tcp.local, ""QU"" question PTR _apple-pairable._tcp.local, ""QU"" question OPT"
0,1,0,0,190,0,40.795995,fe80::4e4:4f63:b29c:15ea,ff02::fb,190,"Standard query 0x0000 PTR _apple-mobdev._tcp.local, ""QU"" question PTR 902207e2._sub._apple-mobdev2._tcp.local, ""QU"" question PTR _apple-pairable._tcp.local, ""QU"" question OPT"
0,3,0,0,42,0,40.895617,b2:97:d6:11:eb:90,Broadcast,42,Who has 10.10.10.81? Tell 10.10.10.92
0,0,0,0,153,0,41.041399,10.10.10.10,20.7.2.167,153,Application Data
0,1,0,0,92,0,41.097562,10.10.10.81,10.10.10.255,92,Name query NB <01><02>__MSBROWSE__<02><01>
0,1,0,0,92,0,41.098192,10.10.10.81,10.10.10.255,92,Name query NB WORKGROUP<1d>
0,1,0,0,92,0,41.1025,10.10.10.81,10.10.10.255,92,Name query NB <01><02>__MSBROWSE__<02><01>
0,0,0,0,174,0,41.14633,20.7.2.167,10.10.10.10,174,Application Data
0,0,0,0,0,54,41.197645,10.10.10.10,20.7.2.167,54,49412  >  443 [ACK] Seq=100 Ack=121 Win=510 Len=0
0,1,0,0,189,0,41.200282,10.10.10.81,224.0.0.251,189,"Standard query response 0x0000 AAAA, cache flush fe80::4e4:4f63:b29c:15ea A, cache flush 10.10.10.81 NSEC, cache flush 46abc436-5055-439e-9cfa-d3cec592af30.local OPT"
0,1,0,0,209,0,41.200282,fe80::4e4:4f63:b29c:15ea,ff02::fb,209,"Standard query response 0x0000 AAAA, cache flush fe80::4e4:4f63:b29c:15ea A, cache flush 10.10.10.81 NSEC, cache flush 46abc436-5055-439e-9cfa-d3cec592af30.local OPT"
0,1,0,0,121,0,41.210156,10.10.10.92,224.0.0.251,121,"Standard query 0x0000 SRV 7DC51405-CE86-4DB9-BF45-C8DF27743614._asquic._udp.local, ""QU"" question TXT 7DC51405-CE86-4DB9-BF45-C8DF27743614._asquic._udp.local, ""QU"" question"
0,1,0,0,141,0,41.210156,fe80::104c:d4eb:b572:29cb,ff02::fb,141,"Standard query 0x0000 SRV 7DC51405-CE86-4DB9-BF45-C8DF27743614._asquic._udp.local, ""QU"" question TXT 7DC51405-CE86-4DB9-BF45-C8DF27743614._asquic._udp.local, ""QU"" question"
0,1,0,0,201,0,41.404988,10.10.10.81,224.0.0.251,201,"Standard query 0x0000 ANY 7DC51405-CE86-4DB9-BF45-C8DF27743614._asquic._udp.local, ""QU"" question SRV 0 0 53216 46abc436-5055-439e-9cfa-d3cec592af30.local OPT"
0,1,0,0,221,0,41.406525,fe80::4e4:4f63:b29c:15ea,ff02::fb,221,"Standard query 0x0000 ANY 7DC51405-CE86-4DB9-BF45-C8DF27743614._asquic._udp.local, ""QU"" question SRV 0 0 53216 46abc436-5055-439e-9cfa-d3cec592af30.local OPT"
0,1,0,0,74,0,41.554653,10.10.10.10,9.9.9.9,74,Standard query 0x716e A assets.msn.com
0,1,0,0,0,292,41.571271,9.9.9.9,10.10.10.10,292,Standard query response 0x716e A assets.msn.com CNAME assets.msn.com.edgekey.net CNAME e28578.d.akamaiedge.net A 23.221.220.73 A 23.221.220.68 A 23.221.220.69 A 23.221.220.72 A 23.221.220.67 A 23.221.220.63 A 23.221.220.71 A 23.221.220.64 A 23.221.220.66
0,0,0,0,66,0,41.57327,10.10.10.10,23.221.220.73,66,55012  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM
0,1,0,0,201,0,41.610626,10.10.10.81,224.0.0.251,201,"Standard query 0x0000 ANY 7DC51405-CE86-4DB9-BF45-C8DF27743614._asquic._udp.local, ""QM"" question SRV 0 0 53216 46abc436-5055-439e-9cfa-d3cec592af30.local OPT"
0,1,0,0,221,0,41.611077,fe80::4e4:4f63:b29c:15ea,ff02::fb,221,"Standard query 0x0000 ANY 7DC51405-CE86-4DB9-BF45-C8DF27743614._asquic._udp.local, ""QM"" question SRV 0 0 53216 46abc436-5055-439e-9cfa-d3cec592af30.local OPT"
0,0,0,0,66,0,41.634569,23.221.220.73,10.10.10.10,66,"443  >  55012 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1412 SACK_PERM WS=128"
0,0,0,0,0,54,41.63489,10.10.10.10,23.221.220.73,54,55012  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0
0,0,0,0,0,649,41.638065,10.10.10.10,23.221.220.73,649,Client Hello (SNI=assets.msn.com)
0,0,0,0,60,0,41.699184,23.221.220.73,10.10.10.10,60,443  >  55012 [ACK] Seq=1 Ack=596 Win=64128 Len=0
0,0,0,0,318,0,41.699184,23.221.220.73,10.10.10.10,318,"Server Hello, Change Cipher Spec, Application Data, Application Data"
0,0,0,0,0,54,41.699678,10.10.10.10,23.221.220.73,54,55012  >  443 [ACK] Seq=596 Ack=265 Win=261632 Len=0
0,0,0,0,0,134,41.701966,10.10.10.10,23.221.220.73,134,"Change Cipher Spec, Application Data"
0,0,0,0,0,134,41.710793,10.10.10.10,23.221.220.73,134,Application Data
0,0,0,0,0,1010,41.712244,10.10.10.10,23.221.220.73,1010,Application Data
0,1,0,0,1301,0,41.714631,10.10.10.81,224.0.0.251,1301,"Standard query response 0x0000 TXT, cache flush PTR _airplay._tcp.local PTR MacBook Pro de Cesar._airplay._tcp.local TXT, cache flush PTR _raop._tcp.local PTR A483E7A24446@MacBook Pro de Cesar._raop._tcp.local SRV, cache flush 0 0 7000 MacBook-Pro-de-Cesar-3.local SRV, cache flush 0 0 7000 MacBook-Pro-de-Cesar-3.local TXT, cache flush PTR _companion-link._tcp.local PTR MacBook Pro de Cesar._companion-link._tcp.local TXT SRV, cache flush 0 0 52669 MacBook-Pro-de-Cesar-3.local AAAA, cache flush fe80::4e4:4f63:b29c:15ea A, cache flush 10.10.10.81 NSEC, cache flush MacBook Pro de Cesar._airplay._tcp.local NSEC, cache flush A483E7A24446@MacBook Pro de Cesar._raop._tcp.local NSEC, cache flush MacBook Pro de Cesar._companion-link._tcp.local NSEC, cache flush MacBook-Pro-de-Cesar-3.local OPT"
0,1,0,0,1321,0,41.715734,fe80::4e4:4f63:b29c:15ea,ff02::fb,1321,"Standard query response 0x0000 TXT, cache flush PTR _airplay._tcp.local PTR MacBook Pro de Cesar._airplay._tcp.local TXT, cache flush PTR _raop._tcp.local PTR A483E7A24446@MacBook Pro de Cesar._raop._tcp.local SRV, cache flush 0 0 7000 MacBook-Pro-de-Cesar-3.local SRV, cache flush 0 0 7000 MacBook-Pro-de-Cesar-3.local TXT, cache flush PTR _companion-link._tcp.local PTR MacBook Pro de Cesar._companion-link._tcp.local TXT SRV, cache flush 0 0 52669 MacBook-Pro-de-Cesar-3.local AAAA, cache flush fe80::4e4:4f63:b29c:15ea A, cache flush 10.10.10.81 NSEC, cache flush MacBook Pro de Cesar._airplay._tcp.local NSEC, cache flush A483E7A24446@MacBook Pro de Cesar._raop._tcp.local NSEC, cache flush MacBook Pro de Cesar._companion-link._tcp.local NSEC, cache flush MacBook-Pro-de-Cesar-3.local OPT"
0,0,0,0,341,0,41.764066,23.221.220.73,10.10.10.10,341,Application Data
0,0,0,0,0,54,41.764476,10.10.10.10,23.221.220.73,54,55012  >  443 [ACK] Seq=1712 Ack=552 Win=261376 Len=0
0,0,0,0,60,0,41.791092,23.221.220.73,10.10.10.10,60,443  >  55012 [ACK] Seq=552 Ack=1712 Win=64128 Len=0
0,1,0,0,170,0,41.815292,10.10.10.81,224.0.0.251,170,"Standard query 0x0000 PTR _apple-mobdev._tcp.local, ""QM"" question PTR 902207e2._sub._apple-mobdev2._tcp.local, ""QM"" question PTR _apple-pairable._tcp.local, ""QM"" question OPT"
0,1,0,0,190,0,41.822504,fe80::4e4:4f63:b29c:15ea,ff02::fb,190,"Standard query 0x0000 PTR _apple-mobdev._tcp.local, ""QM"" question PTR 902207e2._sub._apple-mobdev2._tcp.local, ""QM"" question PTR _apple-pairable._tcp.local, ""QM"" question OPT"
0,1,0,0,159,0,41.822504,10.10.10.149,224.0.0.251,159,"Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question PTR MacBook Pro de Cesar._companion-link._tcp.local"
0,1,0,0,179,0,41.822504,fe80::1013:b465:7bcf:a70d,ff02::fb,179,"Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question PTR MacBook Pro de Cesar._companion-link._tcp.local"
0,0,0,0,115,0,41.833128,23.221.220.73,10.10.10.10,115,Application Data
0,0,0,0,85,0,41.833128,23.221.220.73,10.10.10.10,85,Application Data
0,0,0,0,0,54,41.833498,10.10.10.10,23.221.220.73,54,55012  >  443 [ACK] Seq=1712 Ack=613 Win=261376 Len=0
0,0,0,0,0,54,41.833642,10.10.10.10,23.221.220.73,54,55012  >  443 [ACK] Seq=1712 Ack=644 Win=261376 Len=0
0,0,0,0,0,85,41.833903,10.10.10.10,23.221.220.73,85,Application Data
0,1,0,0,201,0,41.917111,10.10.10.81,224.0.0.251,201,"Standard query 0x0000 ANY 7DC51405-CE86-4DB9-BF45-C8DF27743614._asquic._udp.local, ""QM"" question SRV 0 0 53216 46abc436-5055-439e-9cfa-d3cec592af30.local OPT"
0,1,0,0,221,0,41.918149,fe80::4e4:4f63:b29c:15ea,ff02::fb,221,"Standard query 0x0000 ANY 7DC51405-CE86-4DB9-BF45-C8DF27743614._asquic._udp.local, ""QM"" question SRV 0 0 53216 46abc436-5055-439e-9cfa-d3cec592af30.local OPT"
0,0,0,0,60,0,41.986607,23.221.220.73,10.10.10.10,60,443  >  55012 [ACK] Seq=644 Ack=1743 Win=64128 Len=0
0,3,0,0,42,0,42.180184,Intel_1e:c4:27,Broadcast,42,Who has 10.10.10.254? Tell 10.10.10.10
0,3,0,0,60,0,42.198689,Sonicwall_1b:3a:38,Intel_1e:c4:27,60,10.10.10.254 is at c0:ea:e4:1b:3a:38
0,2,0,0,86,0,42.203172,fe80::1c40:4983:1cea:1e20,ff02::1:ff1b:3a38,86,Neighbor Solicitation for fe80::c2ea:e4ff:fe1b:3a38 from 60:dd:8e:1e:c4:27
0,2,0,0,86,0,42.213323,fe80::c2ea:e4ff:fe1b:3a38,fe80::1c40:4983:1cea:1e20,86,"Neighbor Advertisement fe80::c2ea:e4ff:fe1b:3a38 (rtr, sol, ovr) is at c0:ea:e4:1b:3a:38"
0,1,0,0,275,0,42.224108,10.10.10.81,224.0.0.251,275,"Standard query response 0x0000 TXT, cache flush PTR _asquic._udp.local PTR 7DC51405-CE86-4DB9-BF45-C8DF27743614._asquic._udp.local SRV, cache flush 0 0 53216 46abc436-5055-439e-9cfa-d3cec592af30.local NSEC, cache flush 7DC51405-CE86-4DB9-BF45-C8DF27743614._asquic._udp.local OPT"
0,1,0,0,295,0,42.234314,fe80::4e4:4f63:b29c:15ea,ff02::fb,295,"Standard query response 0x0000 TXT, cache flush PTR _asquic._udp.local PTR 7DC51405-CE86-4DB9-BF45-C8DF27743614._asquic._udp.local SRV, cache flush 0 0 53216 46abc436-5055-439e-9cfa-d3cec592af30.local NSEC, cache flush 7DC51405-CE86-4DB9-BF45-C8DF27743614._asquic._udp.local OPT"
0,1,0,0,189,0,42.234314,10.10.10.81,224.0.0.251,189,"Standard query response 0x0000 AAAA, cache flush fe80::4e4:4f63:b29c:15ea A, cache flush 10.10.10.81 NSEC, cache flush 46abc436-5055-439e-9cfa-d3cec592af30.local OPT"
0,1,0,0,209,0,42.234314,fe80::4e4:4f63:b29c:15ea,ff02::fb,209,"Standard query response 0x0000 AAAA, cache flush fe80::4e4:4f63:b29c:15ea A, cache flush 10.10.10.81 NSEC, cache flush 46abc436-5055-439e-9cfa-d3cec592af30.local OPT"
0,1,0,0,387,0,42.329886,10.10.10.251,10.10.10.255,387,36075  >  60000 Len=345
0,1,0,0,267,0,42.433075,10.10.10.81,224.0.0.251,267,"Standard query response 0x0000 PTR, cache flush MacBook-Pro-de-Cesar-3.local PTR, cache flush MacBook-Pro-de-Cesar-3.local NSEC, cache flush A.E.5.1.C.9.2.B.3.6.F.4.4.E.4.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 81.10.10.10.in-addr.arpa OPT"
0,1,0,0,287,0,42.433603,fe80::4e4:4f63:b29c:15ea,ff02::fb,287,"Standard query response 0x0000 PTR, cache flush MacBook-Pro-de-Cesar-3.local PTR, cache flush MacBook-Pro-de-Cesar-3.local NSEC, cache flush A.E.5.1.C.9.2.B.3.6.F.4.4.E.4.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 81.10.10.10.in-addr.arpa OPT"
0,1,0,0,74,0,42.441666,10.10.10.10,9.9.9.9,74,Standard query 0x8575 A t8.dropbox.com
0,1,0,0,74,0,42.472094,10.10.10.10,8.8.8.8,74,Standard query 0x8575 A t8.dropbox.com
0,1,0,0,109,0,42.483256,9.9.9.9,10.10.10.10,109,Standard query response 0x8575 A t8.dropbox.com CNAME t8.v.dropbox.com A 162.125.21.2
0,0,0,0,0,66,42.487837,10.10.10.10,162.125.21.2,66,55013  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
0,1,0,0,109,0,42.520497,8.8.8.8,10.10.10.10,109,Standard query response 0x8575 A t8.dropbox.com CNAME t8.v.dropbox.com A 162.125.21.2
0,0,0,0,1466,0,42.581614,23.221.220.73,10.10.10.10,1466,443  >  55012 [ACK] Seq=644 Ack=1743 Win=64128 Len=1412 [TCP segment of a reassembled PDU]
0,0,0,0,1264,0,42.581614,23.221.220.73,10.10.10.10,1264,Application Data
0,0,0,0,1466,0,42.581614,23.221.220.73,10.10.10.10,1466,443  >  55012 [ACK] Seq=3266 Ack=1743 Win=64128 Len=1412 [TCP segment of a reassembled PDU]
0,0,0,0,1466,0,42.581614,23.221.220.73,10.10.10.10,1466,"443  >  55012 [PSH, ACK] Seq=4678 Ack=1743 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
0,0,0,0,1466,0,42.581614,23.221.220.73,10.10.10.10,1466,443  >  55012 [ACK] Seq=6090 Ack=1743 Win=64128 Len=1412 [TCP segment of a reassembled PDU]
0,0,0,0,1466,0,42.581614,23.221.220.73,10.10.10.10,1466,"443  >  55012 [PSH, ACK] Seq=7502 Ack=1743 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
0,0,0,0,1466,0,42.581614,23.221.220.73,10.10.10.10,1466,443  >  55012 [ACK] Seq=8914 Ack=1743 Win=64128 Len=1412 [TCP segment of a reassembled PDU]
0,0,0,0,1466,0,42.581614,23.221.220.73,10.10.10.10,1466,"443  >  55012 [PSH, ACK] Seq=10326 Ack=1743 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
0,0,0,0,1466,0,42.581614,23.221.220.73,10.10.10.10,1466,443  >  55012 [ACK] Seq=11738 Ack=1743 Win=64128 Len=1412 [TCP segment of a reassembled PDU]
0,0,0,0,1466,0,42.581614,23.221.220.73,10.10.10.10,1466,"443  >  55012 [PSH, ACK] Seq=13150 Ack=1743 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
0,0,0,0,1466,0,42.581614,23.221.220.73,10.10.10.10,1466,443  >  55012 [ACK] Seq=14562 Ack=1743 Win=64128 Len=1412 [TCP segment of a reassembled PDU]
0,0,0,0,1466,0,42.581614,23.221.220.73,10.10.10.10,1466,"443  >  55012 [PSH, ACK] Seq=15974 Ack=1743 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
0,0,0,0,1466,0,42.581614,23.221.220.73,10.10.10.10,1466,443  >  55012 [ACK] Seq=17386 Ack=1743 Win=64128 Len=1412 [TCP segment of a reassembled PDU]
0,0,0,0,1466,0,42.581614,23.221.220.73,10.10.10.10,1466,"Application Data, Application Data"
0,0,0,0,66,0,42.581614,162.125.21.2,10.10.10.10,66,"443  >  55013 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=512"
